Name,Revenue,HQ Location,Country,Revenue_M,Main Broker,Main Insurer,Hubspot
Vitalparc Hôtel**** Restaurant & Spa The Originals Collection,9356914.0,"France, Nouvelle-aquitaine, Lacanau Océan, Route Du Baganais, 33680",France,9.356914,,,
Demeures De Campagne Parc Du Coudray,9356914.0,"France, Essonne, Le, Route De Milly, 91830",France,9.356914,,,
Hôtels & Villas Version Maquis,9356914.0,"France, Corsica, Bonifacio, Lieu Dit Brancuccio",France,9.356914,,,
Ho36 Hotels,9356914.0,"France, Île-de-france, Neuilly-sur-seine, 7 Rue De Chartres, 92200",France,9.356914,,,
Le Boutique Hôtel & Spa,9356914.0,"France, Aquitaine, Bordeaux, 3 Rue Lafaurie De Monbadon, 33000",France,9.356914,,,
Briqueterie Champagne A Beauvallon Hotel,9356914.0,"France, Grand Est, Vinay, 4 Route De Sezanne, 51530",France,9.356914,,,
La Maison Des Têtes ***** - Relais & Châteaux,9356914.0,"France, Grand Est, Colmar",France,9.356914,,,
Ginto Hotels,9297061.0,"France, Île-de-france, Paris, 66 Rue De Miromesnil, 75008",France,9.297061,,,
Esprit De France - Hôtels & Demeures,9277030.0,"France, Île-de-france, Paris",France,9.27703,,,
Groupe MyHotels,9088316.0,"France, Île-de-france, Paris, 142 Rue De Rivoli, 75001",France,9.088316,,,
La Magdeleine - Mathias Dandine *****,9088316.0,"France, Provence-alpes-côte D'azur, Gémenos, 40 Avenue Du 2ème Cuirassier, 13420",France,9.088316,,,
Hôtel Annapurna*****,8821087.0,"France, Savoie, Courchevel, 734 Route De L, 73120",France,8.821087,,,
PROACHAT,8810676.0,"France, Île-de-france, Colombes, 11 Rue Du Débarcadère, 92700",France,8.810676,,,
CFH Compagnie Française D'Hôtellerie,8810676.0,"France, Île-de-france, Avon, 46 Avenue Franklin Roosevelt, 77210",France,8.810676,,,
A'mare Corsica - Seaside Small Resort,8810676.0,"France, Corsica, Propriano, Lieu-dit Bartaccia, 20110",France,8.810676,,,
Chamois D'Or Hotel & Spa,8810676.0,"France, Les, Rue Du Centre, 74260",France,8.810676,,,
Hôtel Le Diamond Rock Lodge *****,8772106.0,"France, Tignes, 73320",France,8.772106,,,
Hotel And Restaurant Meetings,8772106.0,"France, Provence-alpes-côte D'azur, Cannes, 1 Boulevard De La Croisette, 06400",France,8.772106,,,
Maison Bréguet,8772106.0,"France, Île-de-france, Paris, 75011",France,8.772106,,,
Hôtel Restaurant Spa LE RABELAIS,8772106.0,"France, Pays De La Loire, Fontenay-le-comte, 19 Rue De L'ouillette, 85200",France,8.772106,,,
Le Saint Gervais Hôtel & Spa Handwritten Collection,8772106.0,"France, Auvergne-rhône-alpes, Saint-gervais-les-bains, Rue Du Mont Lachat, 74170",France,8.772106,,,
Hôtel La Plage Casadelmar Porto-Vecchio,8772106.0,"France, Corse Du Sud, Lecci, Presqu'ile Du Benedettu, 20137",France,8.772106,,,
Hotel Atlantic Thalasso & SPA Valdys,8772106.0,"France, Saint Jean De Monts, 16 Avenue Des Pays De Monts, 85160",France,8.772106,,,
Cook's Bay Hotel & Suites Moorea,8625718.0,"French Polynesia, Paopao, 98729",French Polynesia,8.625718,,,
L'AKOYA Hotel ***** & Spa,8625718.0,Réunion,Réunion,8.625718,,,
Hôtel Le Sherpa,8625718.0,"France, Saint Martin De Belleville, 73440",France,8.625718,,,
Maison Rouge Strasbourg Hotel & Spa 5* Autograph Collection,8619483.0,"France, Grand Est, Strasbourg, 4 Rue Des Francs Bourgeois, 67000",France,8.619483,,,
ODF Paris,8498652.0,"France, D'aliermont, 2000 Za Activa",France,8.498652,,,
Hôtel Mont-Blanc 5* Chamonix,8460589.0,"France, Auvergne-rhône-alpes, Chamonix-mont-blanc",France,8.460589,,,
Villa Cosy Hôtel & Spa,8187299.0,"France, Saint-tropez, Chemin De La Belle Isnarde, 83990",France,8.187299,,,
L'Arboisie Megève,8187299.0,"France, Auvergne-rhône-alpes, Megève, 483 Route Du Gollet, 74120",France,8.187299,,,
Cabot Bordeaux,8187299.0,"France, Le, Courmateau Road, 33290",France,8.187299,,,
Palmito Biarritz,8187299.0,"France, Nouvelle-aquitaine, Biarritz, 7 Rue Du Port Vieux, 64200",France,8.187299,,,
Château De Salettes,8187299.0,"France, Cahuzac Sur Vere, Lieu Dit Salettes, 81140",France,8.187299,,,
KNSA Hospitality,8187299.0,"France, Île-de-france, Paris, 24 Rue Des Capucines, 75002",France,8.187299,,,
Hôtel De NELL,8187299.0,"France, Île-de-france, Paris, 7-9 Rue Du Conservatoire, 75009",France,8.187299,,,
Castel Beau Site****,8187299.0,"France, Brittany, Ploumanach, 137 Rue Saint-guirec, 22700",France,8.187299,,,
AMC Investissements,8187299.0,"France, Île-de-france, Paris, 75015",France,8.187299,,,
Yelloh Village Camping Mané Guernehué,8181342.0,"France, Brittany, Baden, 52 Rue Mané Er Groëz, 56870",France,8.181342,,,
1924 Hôtel,8181342.0,"France, Auvergne-rhône-alpes, Grenoble, 2 Rue Gabriel Péri, 38000",France,8.181342,,,
Groupe HIS,8181342.0,"France, Occitanie, Toulouse, 31000",France,8.181342,,,
Hôtel & Restaurant La Croix Blanche Fontevraud,8181342.0,"France, Pays De La Loire, Fontevraud L'abbaye, 5-7 Place Des Plantagenêts, 49590",France,8.181342,,,
ESTIVEL,8181342.0,"France, Nouvelle-aquitaine, Bordeaux, 15 Place Des Quinconces, 33200",France,8.181342,,,
LA VILLA NAVARRE *****,8181342.0,"France, Nouvelle-aquitaine, Pau, 59 Avenue Trespoey, 64000",France,8.181342,,,
CHATEAU RIGAUD,8181342.0,"France, Mouliets Et Villemartin, 33350",France,8.181342,,,
Maison Montgrand,8181342.0,"France, Provence-alpes-côte D'azur, Marseille",France,8.181342,,,
HPLV - Hôtel & Restaurant De La Poste Et Du Lion D'Or,8181342.0,"France, Vézelay, Place Du Champ De Foire, 89450",France,8.181342,,,
HOTEL LE BALLU,8181342.0,"France, Île-de-france, Paris, 30 Rue Ballu, 75009",France,8.181342,,,
Loire Valley Lodges,8181342.0,"France, Centre, Esvres-sur-indre, 37320",France,8.181342,,,
HOTEL ANDRE LATIN,8181342.0,"France, Île-de-france, Paris, 50 Rue Gay Lussac, 75005",France,8.181342,,,
Le Tsuba Hotel Paris,8169102.0,"France, Île-de-france, Paris, 45 Rue Des Acacias, 75017",France,8.169102,,,
FASTBOOKING,8000000.0,"France, Île-de-france, Paris",France,8.0,,,
Pilo Hotels,7987845.0,"France, Auvergne-rhône-alpes, Lyon, 10 Montée Des Carmélites, 69001",France,7.987845,,,
GONDWANA HOTEL @ NOUMEA,7763146.0,"New Caledonia, South Province, Nouméa, 19 Rue Auguste Brun, 98800",New Caledonia,7.763146,,,
Nhow Marseille,7763146.0,"France, Provence-alpes-côte D'azur, Marseille, 200 Corniche Kennedy, 13007",France,7.763146,,,
C.F.E.H.,7755623.0,France,France,7.755623,,,
Hotel Beausejour Colmar,7755623.0,"France, Grand Est, Colmar, 25 Rue Du Ladhof, 68000",France,7.755623,,,
Hôtel Les Trésoms Annecy,7618438.0,"France, Auvergne-rhône-alpes, Annecy",France,7.618438,,,
Royal Mougins Golf Resort,7602492.0,"France, Provence-alpes-côte D'azur, Mougins, 424 Avenue Du Roi, 06250",France,7.602492,,,
Hôtel Côté Sable**** Spa By Clarins,7602492.0,"France, Nouvelle-aquitaine, Lège-cap-ferret, 37 Boulevard De La Plage, 33950",France,7.602492,,,
Hôtel Les Campanules,7602492.0,"France, Tignes, Montée Du Rosset, 73320",France,7.602492,,,
DOMAINE DE LARCHEY,7602492.0,"France, Saint Médard D'eyrans, 28 Route De Larchey",France,7.602492,,,
Best Western Premier Hôtel De La Paix,7602492.0,"France, Grand Est, Reims, 9 Rue Buirette, 51100",France,7.602492,,,
Le Grand Hotel Cayré,7602492.0,"France, Île-de-france, Paris, 4 Boulevard Raspail, 75007",France,7.602492,,,
Hôtels La Villa,7602492.0,"France, Provence-alpes-côte D'azur, Antibes, 23 Avenue Saramartel, 06160",France,7.602492,,,
Astore Procurement - Your Buying Partner,7602492.0,"France, Île-de-france, Issy-les-moulineaux, 82 Rue Henri Farman Tour Sequana, 92130",France,7.602492,,,
Hotel L'Aigle Des Neiges ****,7602492.0,"France, Val, Rue De La Poste, 73150",France,7.602492,,,
Groupe Centaurus - Hospitality Odyssey,7602492.0,"France, Île-de-france, Paris, 50 Rue Taitbout, 75009",France,7.602492,,,
Hôtel Bel Ami By B Signature Hôtels & Resorts,7602492.0,"France, Île-de-france, Paris, 7 Rue Saint-benoît, 75006",France,7.602492,,,
HoReCa NAVIGATORS,7602492.0,"France, Île-de-france, Paris, 30 Rue D'aboukir, 75002",France,7.602492,,,
Grand Hôtel La Cloche Dijon MGallery,7602492.0,"France, Bourgogne-franche-comté, Dijon, 14 Place Darcy, 21000",France,7.602492,,,
Hôtel Auteuil Tour Eiffel,7602492.0,"France, Île-de-france, Paris, 8-10 Rue Félicien David, 75016",France,7.602492,,,
Hostellerie Cèdre & Spa Beaune,7566894.0,"France, Bourgogne-franche-comté, Beaune, 12 Boulevard Maréchal Foch, 21200",France,7.566894,,,
H-hotelier,7552008.0,France,France,7.552008,,,
RockyPop,7552008.0,"France, Auvergne-rhône-alpes, Chamonix-mont-blanc, 74400",France,7.552008,,,
Hotel Pulitzer Paris,7552008.0,"France, Île-de-france, Paris, 23 Rue Du Faubourg Montmarte, 75009",France,7.552008,,,
BAYA HÔTEL CAPBRETON,7552008.0,"France, Landes, Capbreton, 85 Avenue Du Marechal De Lattre De Tassigny, 40130",France,7.552008,,,
Hôtel Spa & Restaurant Cantemerle ****,7552008.0,"France, Provence-alpes-côte D'azur, Vence, 258 Chemin Cantemerle, 06140",France,7.552008,,,
HOTEL MADRIGAL,7552008.0,"France, Île-de-france, Paris, 32 Boulevard Pasteur, 75015",France,7.552008,,,
Pershing Hall,7552008.0,"France, Île-de-france, Paris, 49 Rue Pierre Charron, 75008",France,7.552008,,,
HOY Hotel Paris,7552008.0,"France, Île-de-france, Paris, 68 Rue Des Martyrs, 75009",France,7.552008,,,
Hotel Saint Petersbourg Paris,7552008.0,"France, Île-de-france, Paris, 35 Rue Caumartin, 75009",France,7.552008,,,
New Hotel Group,7552008.0,"France, Île-de-france, Paris, 6 Rue Chauveau-lagarde, 75008",France,7.552008,,,
Toile Blanche,7552008.0,"France, Provence-alpes-côte D'azur, Saint-paul, 826 Chemin De La Pounchounière, 06570",France,7.552008,,,
Auberge Du Bon Laboureur,7552008.0,"France, Chenonceaux, 6 Rue Bretonneau, 37150",France,7.552008,,,
Vertigo Hotel & Spa ****,7552008.0,"France, Bourgogne-franche-comté, Dijon, 3 Rue Devosge, 21000",France,7.552008,,,
AMBIANCE HOTEL,7552008.0,"France, Auvergne-rhône-alpes, Limas, 21 Rue De La Voie Romaine, 69400",France,7.552008,,,
FAUCHON HOSPITALITY,7552008.0,"France, Île-de-france, Paris, 11 Place De La Madeleine, 75008",France,7.552008,,,
La Suite Villa,7552008.0,"Martinique, Les, Route Du Fort D'alet, 97229",Martinique,7.552008,,,
Relais De Chambord,7525403.0,"France, Chambord, Place Saint-louis, 41250",France,7.525403,,,
Winklerhotels Premium Spa Resorts Dolomites,7418152.0,France,France,7.418152,,,
Petit Vip,7413741.0,"France, Île-de-france, Paris",France,7.413741,,,
Hotel Crillon Le Brave,7390647.0,"France, Vaucluse, Crillon Le Brave, Place De L'église, 84110",France,7.390647,,,
GROUPE MORGABINE HOSPITALITY,7372590.0,"Réunion, Saint Denis, 1 Rue Issop Ravate, 97400",Réunion,7.37259,,,
HONEST-INN Human Resources,7206207.0,"France, Île-de-france, Gentilly, 104 Rue Gabriel Péri, 94250",France,7.206207,,,
Le DIANA Hôtel & Spa NUXE ****,7206207.0,"France, Brittany, Carnac, 21 Boulevard De La Plage, 56340",France,7.206207,,,
ILOHA Seaview Hotel ***,7035606.0,"Réunion, Réunion, Saint-leu, 44 Rue Georges Pompidou, 97436",Réunion,7.035606,,,
Le Domaine Du Haut Jardin,7017685.0,"France, Vosges, Rehaupal Les, 43 Bis La Village, 88640",France,7.017685,,,
Hôtel Le Château Fort De Sedan,7017685.0,"France, Grand Est, Sedan, Porte Des Princes, 08200",France,7.017685,,,
Hôtel Jehan De Beauce,7017685.0,"France, Centre, Chartres, 1 Place Pierre Semard, 28000",France,7.017685,,,
Le WindsoR Jungle Art Hotel **** Nice,7017685.0,"France, Provence-alpes-côte D'azur, Nice",France,7.017685,,,
Secret De Paris - Hotel & Spa 4,7017685.0,"France, Île-de-france, Paris, 2 Rue De Parme, 75009",France,7.017685,,,
Merveil Paris,7017685.0,"France, Île-de-france, Paris, 15 Rue Royale, 75008",France,7.017685,,,
Hôtel & Spa Jules César Arles - M Gallery,7017685.0,"France, Provence-alpes-côte D'azur, Arles, 9 Boulevard Des Lices, 13200",France,7.017685,,,
Hôtel Et Performance,7017685.0,"France, Île-de-france, Paris",France,7.017685,,,
Triple B,7017685.0,"France, Île-de-france, Paris, 15 Rue De Cléry, 75002",France,7.017685,,,
NT Hotel Gallery,7017685.0,"France, Occitanie, Colomiers, 11 Bd Déodat De Severac, 31770",France,7.017685,,,
CONCEPT INH,7017685.0,"France, Lèves, 28000",France,7.017685,,,
Le Roof Vannes,7017685.0,"France, Brittany, Vannes, 10 Allée Des Frères Cadoret, 56000",France,7.017685,,,
Hôtel Du Théâtre,7017685.0,"France, Aquitaine, Bordeaux, 10 Rue De La Maison Daurade, 33000",France,7.017685,,,
Grand Hôtel & Spa Nuxe Serre Chevalier,7017685.0,"France, Provence-alpes-côte D'azur, Saint-chaffrey, Place Du Téléphérique, 05330",France,7.017685,,,
Grand Hôtel & Spa Uriage ****,7017685.0,"France, Rhône-alpes, Uriage-les-bains, 60 Place Déesse Hygie, 38410",France,7.017685,,,
Repaires,7005115.0,"France, Auvergne-rhône-alpes, Allonzier-la-caille, 888 Route De La Caille, 74350",France,7.005115,,,
Montrieux Le Hameau,6999321.0,"France, Provence-alpes-côte D'azur, Méounes-lès-montrieux, 83136",France,6.999321,,,
HOTEL HENRI IV NERAC,6922674.0,"France, Nouvelle-aquitaine, Nérac, 4 Place Du Général Leclerc, 47600",France,6.922674,,,
Hotel Trianon Rive Gauche,6922674.0,"France, Île-de-france, Paris, 1 Bis Rue De Vaugirard, 75006",France,6.922674,,,
Hôtel Belleval,6922674.0,"France, Île-de-france, Paris, 16 Rue De La Pépinière, 75008",France,6.922674,,,
Gold Beach Hotel,6922674.0,"France, Normandy, Asnelles, 1 Rue Devonshire Regiment, 14960",France,6.922674,,,
Logely,6922674.0,"France, Île-de-france, Puteaux, 30 Terrasse Bellini, 92800",France,6.922674,,,
Helzear,6922674.0,"France, Île-de-france, Paris, 49 Avenue Marceau, 75116",France,6.922674,,,
MBMH,6922674.0,"France, Île-de-france, Paris",France,6.922674,,,
Les Cabanes Dans Les Bois,6922674.0,"France, Villalier, Chemin De Fourtou, 11600",France,6.922674,,,
Hôtel SPA Les Rives Sauvages,6922674.0,"France, Malbuisson, 9 Rue De L'eglise, 25160",France,6.922674,,,
St-Alban Hotel & Spa,6922674.0,"France, Auvergne-rhône-alpes, La, 195 Route De La Piscine, 74220",France,6.922674,,,
Smartlodge,6922674.0,"France, Auvergne-rhône-alpes, Lyon, 43 Rue Jaboulay, 69007",France,6.922674,,,
ARTALYS France,6922674.0,"France, Occitanie, Nîmes, R, 30000",France,6.922674,,,
HOTEL ARVOR,6922674.0,"France, Île-de-france, Paris, 8 Rue Laferriere, 75009",France,6.922674,,,
Effyciens,6922674.0,"France, Île-de-france, Paris, 4/6 Rue Paul Gervais, 75013",France,6.922674,,,
Hôtel Bellepierre **** | Saint-Denis | La Réunion,6900576.0,"Réunion, Saint Denis De La Réunion, 91 Bis Allée Des Topazes, 97400",Réunion,6.900576,,,
Maison Albar Hotels,6861089.0,"France, Île-de-france, Paris",France,6.861089,,,
Hôtel Tahiti Nui,6778427.0,French Polynesia,French Polynesia,6.778427,,,
Heliopic Hotel & Spa,6492415.0,"France, Auvergne-rhône-alpes, Chamonix-mont-blanc, 50 Place De L'aiguille Du Midi, 74400",France,6.492415,,,
La Bastide Bourrelly ***** - Mathias Dandine,6432878.0,"France, Cabriès, Place Albert Florens, 13480",France,6.432878,,,
MESS Family,6432878.0,"France, Auvergne-rhône-alpes, Saint-gervais-les-bains, 135 Rue Du Mont Blanc, 74170",France,6.432878,,,
Domaine Du Liziec Vannes MGallery,6432878.0,"France, Brittany, Vannes, 20 Route De Rennes, 56000",France,6.432878,,,
LOBBY,6432878.0,"France, Île-de-france, Paris",France,6.432878,,,
TI AL LANNEC Hotel **** Restaurant & Spa,6432878.0,"France, Brittany, Trébeurden, 14 Allée De Mezo-guen, 22560",France,6.432878,,,
Le Clos Des Vignes,6432878.0,"France, Neuville-bosc, 11/13 Rue Des Vignes, 60119",France,6.432878,,,
Park Hôtel Suisse & Spa ****,6432878.0,"France, Auvergne-rhône-alpes, Chamonix-mont-blanc, 75 Allée Du Majestic, 74400",France,6.432878,,,
Hotel L'Etape,6432878.0,"France, Provence-alpes-côte D'azur, Villeneuve-loubet",France,6.432878,,,
Hôtel & Spa Napoléon,6432878.0,"France, Île-de-france, Fontainebleau, 9 Rue Grande, 77300",France,6.432878,,,
BEYOND PLACES,6432878.0,"France, Auvergne-rhône-alpes, Sallanches, 1431 Avenue André Lasquin, 74700",France,6.432878,,,
Domaine Du Limonay,6432878.0,"France, Brittany, Saint-méloir-des-ondes, Limonay, 35350",France,6.432878,,,
CENTRAL - Hôtels Hostels Bars & Restaurants,6432878.0,"France, Nouvelle-aquitaine, Saint-projet, 2 Place, 33000",France,6.432878,,,
Florella Résidences Cannes,6432878.0,"France, Provence-alpes-côte D'azur, Cannes, 11 Rue Marceau, 06400",France,6.432878,,,
Le Grand Hôtel Des Thermes,6432878.0,"France, Brittany, Saint-malo, 100 Bd Hébert, 35400",France,6.432878,,,
Hôtel Mariosa,6432878.0,"France, Corsica, Porto-vecchio, Route De Palombaggia, 20137",France,6.432878,,,
Hôtel Oceania Paris Porte De Versailles,6432878.0,"France, Île-de-france, Paris, 52 Rue D'oradour-sur-glâne, 75015",France,6.432878,,,
Éco-Domaine La Fontaine,6432878.0,"France, Pays De La Loire, Pornic, Rue Des Noëls, 44210",France,6.432878,,,
Hilton Garden Inn Paris Orly Airport,6432878.0,"France, Île-de-france, Rungis, 4 Place Des États-unis, 94150",France,6.432878,,,
Crouzil Boissons,6432878.0,"France, Ayguesvives, 2 Chem. De La Val Priout, 31450",France,6.432878,,,
Hôtel Vent D'Ouest,6432878.0,"France, Normandy, Le Havre, 4 Rue De Caligny, 76600",France,6.432878,,,
AMMI Hotels Groupe,6432878.0,"France, Provence-alpes-côte D'azur, Nice, 2 Rue De Suisse, 06000",France,6.432878,,,
Hôtel Cosmos & Spa ***,6432878.0,"France, Lorraine, Contrexéville, 13 Rue De Metz, 88140",France,6.432878,,,
KM Hôtels Collection,6432878.0,"France, Île-de-france, Paris, 154 Boulevard Haussmann, 75008",France,6.432878,,,
Hôtel La Marine,6432878.0,"France, Normandy, Carteret, 11 Rue De Paris, 50270",France,6.432878,,,
Auberge Ostape,6432878.0,"France, Nouvelle-aquitaine, Bidarray, Lieu-dit Chabatoa, 64780",France,6.432878,,,
Hommage Hotel & Residences,6293340.0,"Saint Martin, Marigot, Route De La Baie Nettlé, 90157",Saint Martin,6.29334,,,
Boutique Hôtel Entraigues ****,6293340.0,"France, Occitanie, Uzès, 8 Rue De La Calade, 30700",France,6.29334,,,
HHP - Holding Hotelière De Paris,6293340.0,"France, Île-de-france, Rueil-malmaison, 3-7 Avenue Paul Doumer, 92500",France,6.29334,,,
Roebling Capital,6293340.0,"France, Nouvelle-aquitaine, Poitiers, 135 Rue De La Vincenderie, 86000",France,6.29334,,,
French Theory,6293340.0,"France, Île-de-france, Paris, 18 Rue Cujas, 75005",France,6.29334,,,
Hotel Paradou Mediterranee BW Signature Collection,6293340.0,"France, Le Port, 13960",France,6.29334,,,
Mercure Cannes Mandelieu,6293340.0,"France, Provence-alpes-côte D'azur, Cannes, 6 Allée Cormorans, 06150",France,6.29334,,,
Domaine La Pierre Blanche,6293340.0,"France, Provence-alpes-côte D'azur, Eygalières, 2950 Route D'orgon, 13810",France,6.29334,,,
Apogia City,6293340.0,"France, Île-de-france, Ivry-sur-seine, 94200",France,6.29334,,,
Loisirs Côté Vacances,6293340.0,"France, Midi-pyrénées, Caussade, 11 Rue De La République, 82300",France,6.29334,,,
LIVE HOTELS Bordeaux,6293340.0,"France, Nouvelle-aquitaine, Bruges, 1 Avenue De Chavailles, 33520",France,6.29334,,,
Hotel Château Edward 1er,6293340.0,"France, Dordogne, Monpazier, 5 Rue Saint Pierre, 24540",France,6.29334,,,
ECOLODGE LÉTOILE D'ARGENS*****,6293340.0,"France, Provence-alpes-côte D'azur, Fréjus",France,6.29334,,,
Demeures De Campagne,6293340.0,"France, Île-de-france, Courbevoie, 7 Quai Du Président Paul Doumer, 92400",France,6.29334,,,
Phoenix Hotels Collection,6293340.0,"France, Provence-alpes-côte D'azur, Èze, 14 Rue Du Barri, 06360",France,6.29334,,,
Maison Philippe Le Bon,6293340.0,"France, Bourgogne-franche-comté, Dijon, 18 Rue Sainte-anne, 21000",France,6.29334,,,
LA CHARTREUSE DU BIGNAC,6293340.0,"France, Nouvelle-aquitaine, Saint-nexans, Lieu-dit Le Bignac, 24520",France,6.29334,,,
Oceania Hôtel D'Anjou,6255370.0,"France, Pays De La Loire, Angers, 1 Boulevard Du Maréchal Foch",France,6.25537,,,
Hôtel Beau Rivage Nice,6213343.0,"France, Provence-alpes-côte D'azur, Nice, 24 Rue Saint François De Paule, 06300",France,6.213343,,,
Hotelim SA,6208000.0,"France, Île-de-france, Paris, 11 Avenue Myron Herrick",France,6.208,,,
Château Les Merles,6162299.0,"France, Aquitaine, Mouleydier, 3 Chemin Des Merles, 24520",France,6.162299,,,
Domaine De Fompeyre,6162299.0,"France, Aquitaine, Bazas",France,6.162299,,,
Grand Hôtel De La Reine,6159318.0,"France, Grand Est, Nancy, 2 Place Stanislas, 54000",France,6.159318,,,
Hotels&Co,6144996.0,"Réunion, Réunion, Petite-île, 43 Rue Des Mascarins, 97429",Réunion,6.144996,,,
Hospitality-ON.com,6142262.0,"France, Île-de-france, Paris, 5 Rue De Dantzig, 75015",France,6.142262,,,
Oceania Hotels,6071181.0,"France, Hauts-de-france, Lille",France,6.071181,,,
WOOD Hotel & Spa****,6038003.0,"Réunion, Trois-bassins, 11 Chemin De La Poudrière, 97426",Réunion,6.038003,,,
Le Moulin De Madame,6038003.0,France,France,6.038003,,,
Hotel Richer De Belleval,6034426.0,"France, Occitanie, Montpellier, Place De La Canourgue, 34000",France,6.034426,,,
Domaine De Divonne,6019130.0,"France, Divonne Les Bains, Avenue Des Thermes, 01220",France,6.01913,,,
Les Lodges Sainte Victoire Hôtel & Spa *****,6011318.0,"France, Le, 2250 Route Cézanne, 13100",France,6.011318,,,
Armancette Hotel,6003622.0,"France, Haute Savoie, Saint Gervais Les Bains, 4088 Route De Saint Nicolas, 74170",France,6.003622,,,
In Extenso Tourisme Culture & Hôtellerie,5947167.0,"France, Île-de-france, Paris",France,5.947167,,,
Hôtel Akena Coignières,5857351.0,"France, Pays De La Loire, Rezé",France,5.857351,,,
Totem Friendly Hotel,5848071.0,"France, Arâches-la-frasse, Flaine Forum, 74300",France,5.848071,,,
Manoir Le Roure Hôtel - Restaurants - Spa Pour Entreprises Et Particuliers À 2mn De Montélimar,5848071.0,"France, Provence-alpes-côte D'azur, Châteauneuf-du-rhône, 4312 Route De Saint-paul, 26780",France,5.848071,,,
Hôtel Spa Du Béryl,5848071.0,"France, Bagnoles De L'orne, Rue Des Casinos, 61140",France,5.848071,,,
Iconic House,5848071.0,"France, Île-de-france, Paris, 31 Rue Des Vinaigriers, 75010",France,5.848071,,,
Le Cèdre Hospitality,5848071.0,"France, Bourgogne-franche-comté, Beaune",France,5.848071,,,
Hôtel Renaissance Paris Hippodrome De Saint-Cloud 4*,5848071.0,"France, Île-de-france, Rueil-malmaison, 123 Rue Du Lieutenant-colonel De Montbrison, 92500",France,5.848071,,,
Hôtel Beaucour,5848071.0,"France, Grand Est, Strasbourg, 5 Rue Des Bouchers, 67000",France,5.848071,,,
Domaine Des Thomeaux,5848071.0,"France, Centre, Mosnes, 12 Rue Des Thomeaux, 37530",France,5.848071,,,
La Bastide Saint-Antoine - Jacques Chibois,5848071.0,"France, Provence-alpes-côte D'azur, Grasse",France,5.848071,,,
Mhost,5848071.0,"France, Provence-alpes-côte D'azur, Grésy-sur-aix, 301 Rue Jacques Cellier, 73100",France,5.848071,,,
Domaine Du Val De Sorne,5848071.0,"France, Bourgogne-franche-comté, Vernantois, Rue Du Golf, 39570",France,5.848071,,,
Hôtel Le Grand Balcon,5848071.0,"France, Occitanie, Toulouse, 8-10 Rue Romiguières, 31000",France,5.848071,,,
La Pinède Plage,5848071.0,"France, Provence-alpes-côte D'azur, La, 382 Boulevard De Gigaro, 83420",France,5.848071,,,
Château FAGE**** La Maison Des Vignes,5848071.0,"France, Arveyres, Lieu Dit Fage, 33500",France,5.848071,,,
Domaine Château Du Faucon,5848071.0,"France, Grand Est, Donchery, Rue De L'atelier, 08350",France,5.848071,,,
Domaine De La Résidence,5848071.0,"France, Auvergne-rhône-alpes, Moulins, 1 Rue Cambout De Coislin, 57160",France,5.848071,,,
HÔTEL HANA,5848071.0,"France, Île-de-france, Paris, 17 Rue Du Quatre Septembre, 75002",France,5.848071,,,
Fraser Suites Harmonie Paris La Défense,5848071.0,"France, Île-de-france, Courbevoie, 6 Boulevard De Neuilly",France,5.848071,,,
Nouvelle Demeure Du Parc,5840176.0,"France, Île-de-france, Fontainebleau, 36 Rue Paul Séramy, 77300",France,5.840176,,,
Best Western Plus Excelsior Chamonix Hôtel & Spa****,5840176.0,"France, Auvergne-rhône-alpes, Chamonix-mont-blanc, 251 Chemin Saint-roch Les Tines",France,5.840176,,,
Hôtel De La Place,5840176.0,"France, Normandy, Aunay-sur-odon, 10 Rue Du 12 Juin 1944, 14260",France,5.840176,,,
Domaine Des Lys Hôtel,5840176.0,France,France,5.840176,,,
Collection Maisons Particulières,5840176.0,"France, Île-de-france, Paris, 10 Rue De Bruxelles, 75009",France,5.840176,,,
La Villa Mauresque,5840176.0,"France, Provence-alpes-côte D'azur, St.-raphaël, 1792 Route De La Corniche, 83700",France,5.840176,,,
Château Le Prieuré,5840176.0,"France, Chênehutte-trèves-cunault, Rue Du Comte De Castellane, 49350",France,5.840176,,,
Conrad Bora Bora Nui,5807959.0,"French Polynesia, Vaitape, Bp502, 98730",French Polynesia,5.807959,,,
AUBERGE SAINT WALFRID,5664006.0,"France, Grand Est, Sarreguemines, 58 Rue De Grosbliederstroff, 57200",France,5.664006,,,
Le Domaine Des Prés Verts ~ Nature & Spa,5664006.0,"France, Jouey, 10 Hameau De Pochey, 21230",France,5.664006,,,
JPS Hôtel Solutions,5664006.0,"France, Île-de-france, Paris, 19 Rue De Dantzig, 75015",France,5.664006,,,
Les Portes Du Mont Saint-Michel,5664006.0,"France, Normandy, Beauvoir, Route Du Mont-saint-michel, 50170",France,5.664006,,,
Auberge De La Vieille Tour,5664006.0,"Guadeloupe, Guadeloupe, Le Gosier, 97190",Guadeloupe,5.664006,,,
Hôtel Baume Paris**** Hôtels Paris Rive Gauche,5664006.0,"France, Île-de-france, Paris, 7 Rue Casimir Delavigne, 75006",France,5.664006,,,
Qualiextra,5664006.0,"France, Île-de-france, Paris, 119 Rue De L'ouest, 75014",France,5.664006,,,
Hôtel Cordélia***,5664006.0,"France, Île-de-france, Paris, 11 Rue Greffulhe, 75008",France,5.664006,,,
