Name,Revenue,HQ Location,Country,Revenue_M,Main Broker,Main Insurer,Hubspot
Quatres Hôtels,5664006.0,"France, Nouvelle-aquitaine, Bordeaux, 8 Cours Du 30 Juillet, 33000",France,5.664006,,,
Villa Augeval Hôtel & Spa Deauville,5664006.0,"France, Normandy, Deauville, 15 Avenue Hocquart De Thurtot, 14800",France,5.664006,,,
Château De Besseuil,5664006.0,"France, Bourgogne, Clesse",France,5.664006,,,
Hotel Plein Sud,5664006.0,"France, Provence-alpes-côte D'azur, Saint-chaffrey, Rue De L'eyrette, 05330",France,5.664006,,,
FAMILY RESORT,5664006.0,"France, Occitanie, Sète, La Perelle, 73130",France,5.664006,,,
Seventeen Hotel,5664006.0,"France, Provence-alpes-côte D'azur, Valbonne",France,5.664006,,,
LA BARONNIE HOTEL & SPA 4*,5664006.0,"France, Nouvelle-aquitaine, Saint-martin-de-ré, 17 Rue Baron De Chantal, 17410",France,5.664006,,,
Hotel Mayfair Paris,5664006.0,"France, Île-de-france, Paris, 3 Rue Rouget De L'isle, 75001",France,5.664006,,,
Hotel Lumen Paris Louvre,5664006.0,"France, Île-de-france, Paris, 15 Rue Des Pyramides, 75001",France,5.664006,,,
The Originals Boutique Hotel Saint James - Montaigu Nantes Sud,5664006.0,"France, Pays De La Loire, Pae, 1 Rue Du Fléchet, 85600",France,5.664006,,,
Hôtel Le Rodin****,5664006.0,"France, Provence-alpes-côte D'azur, Arles, 20 Rue Auguste Rodin, 13200",France,5.664006,,,
LAZ Hotel Paris,5664006.0,"France, Île-de-france, Paris, 17 Rue De Milan, 75009",France,5.664006,,,
DALOFI,5664006.0,"France, Auvergne-rhône-alpes, Dardilly, 44 Chemin De La Bruyère, 69570",France,5.664006,,,
Hôtel Royal Madeleine,5576218.0,"France, Île-de-france, Paris, 29 Rue De L'arcade, 75008",France,5.576218,,,
NOCNOC,5367833.0,"France, Auvergne-rhône-alpes, Lyon, 4 Rue Du Commandant Dubois, 69003",France,5.367833,,,
Château Cordeillan-Bages***** Relais & Châteaux,5352904.0,"France, Nouvelle-aquitaine, Pauillac, Route Des Châteaux, 33250",France,5.352904,,,
Hotel Carlina,5324958.0,"France, Louisiana, Belle, 73210",France,5.324958,,,
Stil Hotels S.A.,5292064.0,Saint Pierre and Miquelon,Saint Pierre and Miquelon,5.292064,,,
Ayanna,5291870.0,"France, Île-de-france, Paris",France,5.29187,,,
Léchappée Belle,5291870.0,"France, Provence-alpes-côte D'azur, L’isle-sur-la-sorgue, 2 Place Gambetta, 32600",France,5.29187,,,
Hotel Victoria,5291870.0,France,France,5.29187,,,
DSI HOTEL France Espagne & Suisse,5291870.0,"France, Île-de-france, Paris, 60 Rue François 1er, 75008",France,5.29187,,,
Eden Park Hôtel*** Restaurant - Pont L Evêque Normandie,5291870.0,"France, Hauts-de-france, Pont-l’évêque",France,5.29187,,,
Capital Hospitality Europe,5291870.0,"France, Île-de-france, Paris",France,5.29187,,,
HOTEL LE PIC BLANC,5291870.0,"France, Huez, 90 Quartier Des Bergers, 38750",France,5.29187,,,
Les Cigales Sarl,5291870.0,France,France,5.29187,,,
Contact Hôtels,5291870.0,"France, Grand Est, Troyes, 2 Rue De Preize, 10000",France,5.29187,,,
Îlot Du Golf,5263264.0,"France, Provence-alpes-côte D'azur, Mandelieu-la-napoule, 681 Avenue De La Mer, 06210",France,5.263264,,,
Ferme De La Rançonnière,5263264.0,"France, Normandy, Crépon, Route De Creully, 14480",France,5.263264,,,
Juliana Hotel Cannes,5263264.0,"France, Provence-alpes-côte D'azur, Cannes, 14 Av. De Madrid, 06400",France,5.263264,,,
Hôtel Beauregard The Originals Relais,5263264.0,"France, Sevrier, 691 Route D'albertville, 74320",France,5.263264,,,
Hotel MARIGNAN,5263264.0,"France, Île-de-france, Paris, 13 Rue Du Sommerard, 75005",France,5.263264,,,
Obvio Hotels,5263264.0,"France, Île-de-france, Paris, 36 Rue D'enghien, 75010",France,5.263264,,,
Hôtel Du Jeu De Paume,5263264.0,"France, Île-de-france, Versailles, 5 Bis Rue De Fontenay, 78000",France,5.263264,,,
Ibis Styles Bordeaux Meriadeck,5263264.0,"France, Nouvelle-aquitaine, Bordeaux, Rue Général De Larminat, 33000",France,5.263264,,,
Hôtel Ker Moor Préférence,5263264.0,"France, Saint-quay-portrieux, 13 Rue Du Président Le Sénécal, 22410",France,5.263264,,,
Résidence Château Du Mée | La Table Du Château | L'Italien,5263264.0,"France, Île-de-france, Le Mée-sur-seine, 571 Avenue Jean Monnet, 77350",France,5.263264,,,
Lobster Hospitality & Food Service,5263264.0,"France, Île-de-france, Paris, 140 Bis Rue De Rennes, 75006",France,5.263264,,,
Domaine Riberach,5263264.0,"France, Occitanie, Bélesta, 2 Route De Caladroy, 66720",France,5.263264,,,
BY Solutions,5263264.0,"France, Occitanie, Marguerittes, Chemin Des Canaux, 30320",France,5.263264,,,
Hôtel Le Six & Spa ****,5263264.0,"France, Île-de-france, Paris, 14 Rue Stanislas, 75006",France,5.263264,,,
Hôtel - Les Bergeries De Palombaggia,5263264.0,"France, Corsica, Porto-vecchio, Route De Palombaggia, 20137",France,5.263264,,,
Hôtel Les Voyageurs,5263264.0,"France, Pays De La Loire, Laval, 16 Rue Saint-yves, 29290",France,5.263264,,,
Le Grand Aigle Hôtel & Spa,5263264.0,"France, La-salle-les-alpes, 1 Chemin Du Cavaillou, 05240",France,5.263264,,,
Aiden Lorient Hotel By Best Western,5263264.0,"France, Brittany, Lorient, 9 Place François Mitterrand, 56100",France,5.263264,,,
Grand Tonic Hôtel Biarritz,5263264.0,"France, Nouvelle-aquitaine, Biarritz",France,5.263264,,,
Golden Tulip La Baule Hôtel & Residence,5263264.0,"France, Pays De La Loire, La Baule-escoublac, 10 Avenue De La Lieutenante, 44500",France,5.263264,,,
VoulezVous Hôtel,5263264.0,"France, Tignes, 56 Boucle Du Rosset, 73320",France,5.263264,,,
Hôtel De Pourtalès,5263264.0,"France, Île-de-france, Paris, 7 Rue Tronchet, 75008",France,5.263264,,,
Grand Hôtel Du Golfe****,5263264.0,"France, Occitanie, Argelers, 3638 Route De Collioure, 66700",France,5.263264,,,
OLYDEA - Hôtels Résidences Et Camping,5263264.0,"France, Pays De La Loire, Challans, 2 Square John Bardeen, 85300",France,5.263264,,,
Château De Noirieux - Briollay,5263264.0,"France, Pays De La Loire, Briollay, 26 Route Du Moulin, 49125",France,5.263264,,,
Empreinte Hôtel,5263264.0,"France, Centre, Orléans, 80 Quai Du Châtelet, 45000",France,5.263264,,,
Hôtel Botaniste,5263264.0,"France, Île-de-france, Paris, 11 Rue Molitor, 75016",France,5.263264,,,
La Ferme Blanche - Lieu De Réception Lompret,5245000.0,"France, Hauts-de-france, Lompret, 9 Rue Pasteur, 59840",France,5.245,,,
The Originals City Hôtel Bristol***,5245000.0,"France, Auvergne-rhône-alpes, Le Puy-en-velay, 9 Avenue Maréchal Foch, 43000",France,5.245,,,
L'Estelle En Camargue,5245000.0,"France, Nouvelle-aquitaine, Saintes-maries-de-la-mer, D38 Route Du Petit Rhône, 13460",France,5.245,,,
HOTEL KER LANN,5245000.0,"France, Brittany, Bruz, 30 Rue Charles Coude, 35170",France,5.245,,,
Hotel Théorème,5245000.0,"France, Île-de-france, Paris, 15 Rue Le Peletier, 75009",France,5.245,,,
Maison Boissière - Barnes Residences,5245000.0,"France, Île-de-france, Paris, 49 Rue Boissière, 75116",France,5.245,,,
Hôtel Vinci Due,5245000.0,"France, Île-de-france, Paris, 28 Rue De Lille, 75007",France,5.245,,,
Best Western Hôtel Du Lac Dunkerque,5245000.0,"France, Hauts-de-france, Armbouts-cappel, 2 Rue Du Lac, 59380",France,5.245,,,
12345 ETOILES DE FRANCE,5245000.0,"France, Occitanie, Gruissan",France,5.245,,,
LE BELLUNE Bar Hôtel & Spa Paris,5245000.0,"France, Île-de-france, Paris, 35 Boulevard Victor, 75015",France,5.245,,,
Le Domaine De La Briandais,5245000.0,"France, Pays De La Loire, Missillac, La Briandais, 44780",France,5.245,,,
Le Domaine D'Ablon,5245000.0,"France, Ablon, 2504 Route De Genneville, 14600",France,5.245,,,
Resivac Hôtels Résidences Et Suites En Alsace,5245000.0,"France, Grand Est, Strasbourg, 6 Boulevard Jean-sébastien Bach, 67000",France,5.245,,,
Hôtel Le 5 Particulier,5245000.0,"France, Île-de-france, Neuilly-sur-seine, 5 Rue Paul Deroulède, 92200",France,5.245,,,
Rives D'Or Hotel,5245000.0,"France, Provence-alpes-côte D'azur, La Seyne-sur-mer, 2177 Corniche Georges Pompidou, 83500",France,5.245,,,
Hôtel De La Plage Saint Michel En Grève,5245000.0,"France, Brittany, Saint-michel-en-grève",France,5.245,,,
La Bastide De Boulbon,5245000.0,"France, Provence-alpes-côte D'azur, Boulbon, Rue De L'hôtel De Ville, 13150",France,5.245,,,
Hôtel CASAROSE,5245000.0,"France, Provence-alpes-côte D'azur, Mandelieu-la-napoule, 780 Av. De La Mer, 06210",France,5.245,,,
Hôtels En Bourgogne,5245000.0,"France, Bourgogne-franche-comté, Beaune, 21200",France,5.245,,,
CAMPING BEAUREGARD PLAGE,5245000.0,"France, Marseillan, 250 Chemin De L'airette Domaine De Beauregard, 34340",France,5.245,,,
Hôtel Raspail Montparnasse,5245000.0,"France, Île-de-france, Paris, 203 Boulevard Raspail, 75014",France,5.245,,,
The Originals City Hôtel Le Village 49,5245000.0,"France, Pays De La Loire, Les Ponts-de-cé, 20 Rue Paul Pousset, 49130",France,5.245,,,
Beauvallon Collection,5245000.0,"France, Auvergne-rhône-alpes, Lyon, 33 Rue De La République, 69002",France,5.245,,,
Hôtel Mount Ventùri,5245000.0,"France, Rousset, 1350 Av. Olivier Perroy, 13790",France,5.245,,,
Hôtel Du Sauvage,5245000.0,"France, Île-de-france, La, 27 Rue De Paris, 77320",France,5.245,,,
Hotel ROSE THÉ ***,5245000.0,"France, Provence-alpes-côte D'azur, La Ciotat, 247 Boulevard Beau Rivage, 13600",France,5.245,,,
LE DIANA Hôtel & Spa NUXE,5245000.0,"France, Morbihan, Carnac Carnac, 21 Bd De La Plage, 56340",France,5.245,,,
ClapClap Strasbourg,5245000.0,"France, Grand Est, Strasbourg, 24 Rue Du Faubourg National, 67000",France,5.245,,,
Hôtel Le Maxime **** Best Western,5245000.0,"France, Bourgogne-franche-comté, Auxerre, 2 Quai De La Marine, 89000",France,5.245,,,
Hotel Maxim Opéra,5245000.0,"France, Île-de-france, Paris, 13 Rue Geoffroy Marie, 75009",France,5.245,,,
Le Domaine De Privadière,5245000.0,"France, Occitanie, Garrigues-sainte-eulalie, 20-22-24 Rue De La Privadière, 30190",France,5.245,,,
Hotel Amoi,5245000.0,"France, Île-de-france, Paris, 12 Rue Du Château D'eau, 75010",France,5.245,,,
Château Hochberg Hôtel & Restaurant,5245000.0,"France, Alsace, Wingen-sur-moder, 2 Rue Du Château Teutsch, 67290",France,5.245,,,
Groupe Hôtels Prince Albert,5245000.0,"France, Île-de-france, Paris, 75012",France,5.245,,,
Hôtel Névé,5245000.0,"France, Morzine, 702 Route De La Plagne, 74110",France,5.245,,,
HÔTEL RESTAURANT LA REINE JANE,5245000.0,"France, Provence-alpes-côte D'azur, Hyères, 1 Quai Des Cormorans, 83400",France,5.245,,,
BEST WESTERN Le Relais Du Vigneron,5245000.0,"France, Grand Est, Vertus, 2 Avenue Louis Lenoir, 51130",France,5.245,,,
Auberge De L'Orangerie BW Signature Collection,5245000.0,"France, Auvergne-rhône-alpes, Passy, 3 Carrefour De La Charlotte, 74190",France,5.245,,,
Best Western Plus Hôtel Plaisance,5245000.0,"France, Auvergne-rhône-alpes, Villefranche-sur-saône, 96 Avenue De La Libération, 69400",France,5.245,,,
Maison Nô,5245000.0,"France, Auvergne-rhône-alpes, Lyon, 11 Rue Du Bât D'argent, 69001",France,5.245,,,
Casa Paradisu,5245000.0,"France, Corsica, Monticello, 15 Lotissement L'alivu, 20220",France,5.245,,,
Holiday Inn Toulouse Airport,5245000.0,"France, Occitanie, Blagnac, Place De La Revolution, 31700",France,5.245,,,
Hôtel L'Atrachjata,5245000.0,"France, Corsica, Aleria, 100 Avenue Alexandre Sauli, 20270",France,5.245,,,
Domaine Utah Beach,5245000.0,"France, Auvergne-rhône-alpes, Sainte-marie-du-mont, 14 La Rivière, 50480",France,5.245,,,
HOTEL LE DIMITILE & SPA,5245000.0,Réunion,Réunion,5.245,,,
Grand Hôtel D'Orange,5245000.0,"France, Provence-alpes-côte D'azur, Orange, 8 Place De Langes, 84100",France,5.245,,,
Inter Hotel Albi Le Cantepau,5245000.0,"France, Occitanie, Albi",France,5.245,,,
Domaine Du Château De Monrecour,5245000.0,"France, Nouvelle-aquitaine, St.-vincent-de-cosse, Monrecour, 24220",France,5.245,,,
Le Central Boutique Hôtel,5245000.0,"France, Bourgogne-franche-comté, Beaune, 2 Rue Victor Millot, 21200",France,5.245,,,
Kempferhof Resort,5194812.0,"France, Plobsheim, 351 Rue Du Moulin, 67115",France,5.194812,,,
Hôtel Du Centre NOUMEA,5175431.0,"New Caledonia, South Province, Nouméa, 30 Route De La Baie Des Dames, 98863",New Caledonia,5.175431,,,
Hotel Manapany & Spa,5175431.0,"Guadeloupe, Anse Des Cayes",Guadeloupe,5.175431,,,
Hotel La Vague De Saint Paul ****,5173333.0,France,France,5.173333,,,
HOTEL LE MAS DES HERBES BLANCHES,5163633.0,"France, Vaucluse, Joucas, Route De Murs Lieu Dit Toron, 84220",France,5.163633,,,
Disneyland Hôtel,5056567.0,France,France,5.056567,,,
Hôtel Le Versailles****,5056567.0,"France, Île-de-france, Versailles, 7 Rue Sainte-anne, 78000",France,5.056567,,,
La Rosière,5056567.0,"France, Pays De La Loire, Nantes",France,5.056567,,,
Hôtel Royal Saint Germain***,5056567.0,"France, Île-de-france, Paris, 159 Rue De Rennes, 75006",France,5.056567,,,
Noam Group,5056567.0,"France, Île-de-france, Paris, 231 Rue Saint-honoré, 75001",France,5.056567,,,
Lodg'ing,5056567.0,"France, Pays De La Loire, Conlie, 11 Rue Du Mans, 72240",France,5.056567,,,
Burdigala By Inwood Hotels,5041548.0,"France, Nouvelle-aquitaine, Bordeaux, 115 Rue Georges Bonnac, 33000",France,5.041548,,,
The Originals Relais La Villa Vicha,5034672.0,"France, Occitanie, Aubais, 810 Chemin De Cardione, 30250",France,5.034672,,,
HOTEL DE TOURNY,5034672.0,"France, Nouvelle-aquitaine, Bordeaux, 16 Rue Huguerie, 33000",France,5.034672,,,
Hôtel B Design & spa,5034672.0,"France, Paradou, 1 Chemin Bourgeac, 13520",France,5.034672,,,
LE CHÂTEAU Hotels & Resorts,5034672.0,"France, Île-de-france, Paris, 17 Rue De Meaux, 75019",France,5.034672,,,
Logis Hotel Restaurant Des Acacias Lille Neuville-en-Ferrain,5034672.0,"France, Neuville En Ferrain, 39 Rue Du Dronckaert, 59960",France,5.034672,,,
Dihan - Huts Hotel,5034672.0,"France, Brittany, Ploemel, 29 Kerganiet, 56400",France,5.034672,,,
Araucaria Hotel & Spa,5034672.0,"France, Rhône-alpes, La, D221, 73210",France,5.034672,,,
ATYPIK HOTEL,5034672.0,"France, Île-de-france, Clichy, 20 Rue Villeneuve, 92110",France,5.034672,,,
Umih Moselle,5034672.0,"France, Grand Est, Metz, 2-4 Rue De La Ménandie, 57050",France,5.034672,,,
Château Du Theil,5034672.0,"France, Nouvelle-aquitaine, Ussel, 1 Allée Du Chateau Du Theil, 19200",France,5.034672,,,
ONE TOUCH COSMETIC,5034672.0,"France, Nouvelle-aquitaine, Saint-aubin-de-médoc, 4 Allée Euromédoc, 33160",France,5.034672,,,
HOTEL SAINT MAURICE,5034672.0,"France, Saint Maurice, 8 Parvis, 59800",France,5.034672,,,
G.L.A Hotels,5034672.0,France,France,5.034672,,,
Hotel Du Parc,5034672.0,"France, Grand Est, Mulhouse, Rue De La Sinne, 68100",France,5.034672,,,
Squilik,5034672.0,"France, Nouvelle-aquitaine, La Rochelle, 40 Rue Chef De Baie, 17000",France,5.034672,,,
Hotel Esprit Montagne,5034672.0,"France, Grand Est, La Chapelle-saint-luc, 74360",France,5.034672,,,
Hotel San Carlu,5034672.0,"France, Corsica, Ajaccio, 8 Bd Danielle Casanova, 20000",France,5.034672,,,
Hotel La Bastide De Lourmarin,5034672.0,"France, Lourmarin Luberon, Route De Cucuron, 84160",France,5.034672,,,
L'EPI HOTEL,5034672.0,"France, Epernon, 400 Avenue De L Europe, 28230",France,5.034672,,,
GHP HOTELS,5034672.0,"France, Pays De La Loire, Guérande",France,5.034672,,,
HOTEL RESIDENCE FOCH****,5034672.0,"France, Île-de-france, Paris, 10 Rue Marbeau, 75116",France,5.034672,,,
Qajar & Co,5034672.0,"France, Île-de-france, Paris, 14 Avenue De L'opéra, 75001",France,5.034672,,,
Hôtel Les Jardins De Deauville,5034672.0,"France, Normandy, Saint-martin-aux-chartrains, 670 Route De Pont L'évêque, 14130",France,5.034672,,,
HOTEL VILLA CLAUDIA,5034672.0,"France, Provence-alpes-côte D'azur, Cannes, 37 Boulevard D'alsace, 06400",France,5.034672,,,
HOTEL DE LA MARINE GROIX,5034672.0,"France, Groix, 7 Rue General De Gaulle",France,5.034672,,,
La Réserve Hotels,5029695.0,"France, Provence-alpes-côte D'azur, Ramatuelle, 736 Chemin Des Crêtes, 83350",France,5.029695,,,
DEFIPLANET A DIENNE,5028051.0,"France, Vienne, Dienne, 86410",France,5.028051,,,
Simon Hotel,4972483.0,"France, Fort-de-france, 1 Rue Loulou Boislaville, 97200",France,4.972483,,,
Château De Fonscolombe,4787142.0,"France, Provence-alpes-côte D'azur, Le, Route De Saint-canadet, 13610",France,4.787142,,,
Hotel L'Arbre Voyageur - Best Western Premier Collection - Lille,4769590.0,"France, Hauts-de-france, Lille, 45 Boulevard Carnot, 59800",France,4.76959,,,
Les Voisins,4725642.0,"France, Brittany, Saint-brieuc",France,4.725642,,,
Hotel La Lanterne,4691430.0,"France, Île-de-france, Paris, 12 Rue De La Montagne Sainte-geneviève, 75005",France,4.69143,,,
Hôtel Du Parc SAUMUR,4678457.0,"France, Pays De La Loire, Saumur, 169 Avenue Des Fusillés, 49400",France,4.678457,,,
AR COLLECTION HOTELS,4678457.0,"France, Brittany, Rennes, 19 A Rue De Châtillon, 35000",France,4.678457,,,
Snow Lodge Hotel Courchevel 1850,4678457.0,"France, Occitanie, Sète, Quartier De Bellecôte, 73120",France,4.678457,,,
Hôtel Les Herbes Folles 4*,4678457.0,"France, Île-de-france, Mauregard, 1 Rue De L'église, 77990",France,4.678457,,,
Thecamp Hotel&Lodges,4678457.0,"France, Provence-alpes-côte D'azur, Aix-en-provence, 550 Rue Denis Papin, 13100",France,4.678457,,,
Hôtel Restaurants Le Provencal,4678457.0,"France, Provence-alpes-côte D'azur, Giens, 113 Place Saint-pierre, 83400",France,4.678457,,,
Grand Hôtel Perros-Guirec,4678457.0,"France, Brittany, Perros-guirec, 45 Boulevard Joseph Le Bihan, 22700",France,4.678457,,,
Pavillon Faubourg Saint-Germain,4678457.0,"France, Île-de-france, Paris, 3 Rue Du Pré Aux Clercs, 75007",France,4.678457,,,
Château De Coudrée,4678457.0,"France, Auvergne-rhône-alpes, Sciez-sur-léman, Avenue De Coudrée, 74140",France,4.678457,,,
Hôtel Sainte Victoire ****,4678457.0,"France, Provence-alpes-côte D'azur, Vauvenargues, 33 Avenue Des Maquisards, 13126",France,4.678457,,,
La Fondation,4678457.0,"France, Île-de-france, Paris, 40 Rue Legendre, 75017",France,4.678457,,,
Cottage Bise,4678457.0,"France, Talloires, 390 Route Du Port, 74290",France,4.678457,,,
Campanile Smart Lyon-Est Bron Eurexpo Aviation,4678457.0,"France, Auvergne-rhône-alpes, Saint-priest, 55 Ancienne Route De Grenoble, 69800",France,4.678457,,,
Elysées Hôtels,4678457.0,France,France,4.678457,,,
B&B HOTEL Lille Lillenium Eurasanté,4678457.0,"France, Hauts-de-france, Lille, 306 Rue Géneviève Anthonioz De Gaulle, 59000",France,4.678457,,,
Auberge De La Caillère,4678457.0,"France, Candé-sur-beuvron, 36 Route Des Montils, 41120",France,4.678457,,,
Hôtel Avignon Grand Hôtel,4678457.0,"France, Provence-alpes-côte D'azur, Avignon, 34 Boulevard Saint Roch, 84000",France,4.678457,,,
Hôtel Le Petit Vatel,4678457.0,"France, Normandy, Le Havre, 86 Rue Louis Brindeau, 76600",France,4.678457,,,
HOTEL PARIS LAFAYETTE,4678457.0,"France, Île-de-france, Paris, 23 Rue Des Messageries, 75010",France,4.678457,,,
Brit Hôtel Saint-Brieuc Plérin ****,4678457.0,"France, Brittany, Plérin, 4 Rue François Jacob Zac De L'arrivée, 22190",France,4.678457,,,
Best Western Alexander Park Chambery ****,4678457.0,"France, Auvergne-rhône-alpes, Chambéry, 51 Rue Alexander Fleming, 73000",France,4.678457,,,
Hôtel **** Le Petit Létraz,4678457.0,"France, Duingt, 410 Allée De La Plage, 74410",France,4.678457,,,
Les Jardins D'Epicure,4678457.0,"France, Île-de-france, Bray-et-lû, 16 Grande Rue, 95710",France,4.678457,,,
Château Sainte Sabine ***** - Relais & Châteaux,4678457.0,"France, Bourgogne-franche-comté, Sainte-sabine, 8 Route De Semur, 21320",France,4.678457,,,
Grand Tonic Hotel & Spa Nuxe ****,4678457.0,"France, Nouvelle-aquitaine, Biarritz, 58 Avenue Édouard Vii, 64200",France,4.678457,,,
ACANTECH Créateur De Chr365,4575180.0,"France, Pays De La Loire, Nantes, 2bis Rue Robert Le Ricolais, 44300",France,4.57518,,,
Hôtel Parister,4498850.0,"France, Île-de-france, Paris, 19 Rue Saulnier, 75009",France,4.49885,,,
Clos St Eloi,4405338.0,"France, Auvergne-rhône-alpes, Thiers, 49 Avenue Général De Gaulle, 63300",France,4.405338,,,
